timestamp,open,high,low,close,volume
2020-01-03,297.1500,300.5800,296.5000,297.4300,36633878
2020-01-02,296.2400,300.6000,295.1900,300.3500,33911864
2019-12-31,289.9300,293.6800,289.5200,293.6500,25247625
2019-12-30,289.4600,292.6900,285.2200,291.5200,36059614
2019-12-27,291.1200,293.9700,288.1200,289.8000,36592936
2019-12-26,284.8200,289.9800,284.7000,289.9100,23334004
2019-12-24,284.6900,284.8900,282.9197,284.2700,12119714
2019-12-23,280.5300,284.2500,280.3735,284.0000,24677883
2019-12-20,282.2300,282.6500,278.5600,279.4400,69032743
2019-12-19,279.5000,281.1800,278.9500,280.0200,24626947
2019-12-18,279.8000,281.9000,279.1200,279.7400,29024687
2019-12-17,279.5700,281.7700,278.8000,280.4100,28575798
2019-12-16,277.0000,280.7900,276.9800,279.8600,32081105
2019-12-13,271.4600,275.3000,270.9300,275.1500,33432806
2019-12-12,267.7800,272.5599,267.3210,271.4600,34437042
2019-12-11,268.8100,271.1000,268.5000,270.7700,19723391
2019-12-10,268.6000,270.0700,265.8600,268.4800,22632383
2019-12-09,270.0000,270.8000,264.9100,266.9200,32182645
2019-12-06,267.4800,271.0000,267.3000,270.7100,26547493
2019-12-05,263.7900,265.8900,262.7300,265.5800,18661343
2019-12-04,261.0700,263.3100,260.6800,261.7400,16810388
2019-12-03,258.3100,259.5300,256.2900,259.4500,29377268
2019-12-02,267.2700,268.2500,263.4500,264.1600,23693550
2019-11-29,266.6000,268.0000,265.9000,267.2500,11654363
2019-11-27,265.5800,267.9800,265.3100,267.8400,16386122
2019-11-26,266.9400,267.1600,262.5000,264.2900,26334882
2019-11-25,262.7100,266.4400,262.5200,266.3700,21029517
2019-11-22,262.5900,263.1800,260.8400,261.7800,16331263
2019-11-21,263.6900,264.0050,261.1800,262.0100,30348778
2019-11-20,265.5400,266.0830,260.4000,263.1900,26609919
2019-11-19,267.9000,268.0000,265.3926,266.2900,19069597
2019-11-18,265.8000,267.4300,264.2300,267.1000,21700897
2019-11-15,263.6800,265.7800,263.0100,265.7600,25093666
2019-11-14,263.7500,264.8800,262.1000,262.6400,22395556
2019-11-13,261.1300,264.7800,261.0700,264.4700,25817593
2019-11-12,261.5500,262.7900,260.9200,261.9600,21847226
2019-11-11,258.3000,262.4700,258.2800,262.2000,20507459
2019-11-08,258.6900,260.4400,256.8500,260.1400,17520495
2019-11-07,258.7400,260.3500,258.1100,259.4300,23735083
2019-11-06,256.7700,257.4900,255.3650,257.2400,18966124
2019-11-05,257.0500,258.1900,256.3200,257.1300,19974427
2019-11-04,257.3300,257.8450,255.3800,257.5000,25817952
2019-11-01,249.5400,255.9300,249.1600,255.8200,37781334
2019-10-31,247.2400,249.1700,237.2600,248.7600,34790520
2019-10-30,244.7600,245.3000,241.2100,243.2600,31130522
2019-10-29,248.9700,249.7500,242.5700,243.2900,35709867
2019-10-28,247.4200,249.2500,246.7200,249.0500,23655368
2019-10-25,243.1600,246.7300,242.8800,246.5800,18369296
2019-10-24,244.5100,244.8000,241.8050,243.5800,17916255
2019-10-23,242.1000,243.2400,241.2200,243.1800,19932545
2019-10-22,241.1600,242.2000,239.6218,239.9600,22684001
2019-10-21,237.5200,240.9900,237.3200,240.5100,21811567
2019-10-18,234.5900,237.5800,234.2900,236.4100,24248023
2019-10-17,235.0900,236.1500,233.5200,235.2800,17272897
2019-10-16,233.3700,235.2400,233.2000,234.3700,19286694
2019-10-15,236.3900,237.6500,234.8800,235.3200,23040483
2019-10-14,234.9000,238.1342,234.6701,235.8700,24413484
2019-10-11,232.9500,237.6400,232.3075,236.2100,41990210
2019-10-10,227.9300,230.4400,227.3000,230.0900,28962984
2019-10-09,227.0300,227.7900,225.6400,227.0300,19029424
2019-10-08,225.8200,228.0600,224.3300,224.4000,29282700
2019-10-07,226.2700,229.9300,225.8400,227.0600,30889269
2019-10-04,225.6400,227.4900,223.8900,227.0100,34755553
2019-10-03,218.4300,220.9600,215.1320,220.8200,30352686
2019-10-02,223.0600,223.5800,217.9300,218.9600,35767257
2019-10-01,225.0700,228.2200,224.2000,224.5900,36187163
